year,state,month,number,date
2010,Paraiba,Abril,2,2010-04-01
2010,Paraiba,Maio,10,2010-05-01
2010,Paraiba,Junho,3,2010-06-01
2010,Paraiba,Julho,7,2010-07-01
2010,Paraiba,Agosto,9,2010-08-01
2010,Paraiba,Setembro,37,2010-09-01
2010,Paraiba,Outubro,150,2010-10-01
2010,Paraiba,Novembro,451,2010-11-01
2010,Paraiba,Dezembro,65,2010-12-01
2010,Pernambuco,Janeiro,47,2010-01-01
2010,Pernambuco,Fevereiro,33,2010-02-01
2010,Pernambuco,Mar�o,59,2010-03-01
2010,Pernambuco,Abril,2,2010-04-01
2010,Pernambuco,Maio,8,2010-05-01
2010,Pernambuco,Junho,1,2010-06-01
2010,Pernambuco,Julho,7,2010-07-01
2010,Pernambuco,Agosto,29,2010-08-01
2010,Pernambuco,Setembro,179,2010-09-01
2010,Pernambuco,Outubro,347,2010-10-01
2010,Pernambuco,Novembro,831,2010-11-01
2010,Pernambuco,Dezembro,117,2010-12-01
2010,Piaui,Janeiro,99,2010-01-01
2010,Piaui,Fevereiro,54,2010-02-01
2010,Piaui,Mar�o,47,2010-03-01
2010,Piaui,Abril,56,2010-04-01
2010,Piaui,Maio,231,2010-05-01
2010,Piaui,Junho,208,2010-06-01
2010,Piaui,Julho,1696,2010-07-01
2010,Piaui,Agosto,4035,2010-08-01
2010,Piaui,Setembro,5392,2010-09-01
2010,Piaui,Outubro,3863,2010-10-01
2010,Piaui,Novembro,1417,2010-11-01
2010,Piaui,Dezembro,357,2010-12-01
2010,Sergipe,Janeiro,29,2010-01-01
2010,Sergipe,Fevereiro,33,2010-02-01
2010,Sergipe,Mar�o,44,2010-03-01
2010,Sergipe,Abril,1,2010-04-01
2010,Sergipe,Maio,0,2010-05-01
2010,Sergipe,Junho,0,2010-06-01
2010,Sergipe,Julho,0,2010-07-01
2010,Sergipe,Agosto,0,2010-08-01
2010,Sergipe,Setembro,0,2010-09-01
2010,Sergipe,Outubro,1,2010-10-01
2010,Sergipe,Novembro,16,2010-11-01
2010,Sergipe,Dezembro,19,2010-12-01
2011,Alagoas,Janeiro,41,2011-01-01
2011,Alagoas,Fevereiro,33,2011-02-01
2011,Alagoas,Mar�o,34,2011-03-01
2011,Alagoas,Abril,17,2011-04-01
2011,Alagoas,Maio,0,2011-05-01
2011,Alagoas,Junho,2,2011-06-01
2011,Alagoas,Julho,0,2011-07-01
2011,Alagoas,Agosto,4,2011-08-01
2011,Alagoas,Setembro,5,2011-09-01
2011,Alagoas,Outubro,23,2011-10-01
2011,Alagoas,Novembro,23,2011-11-01
2011,Alagoas,Dezembro,50,2011-12-01
2011,Bahia,Janeiro,101,2011-01-01
2011,Bahia,Fevereiro,156,2011-02-01
2011,Bahia,Mar�o,90,2011-03-01
2011,Bahia,Abril,149,2011-04-01
2011,Bahia,Maio,189,2011-05-01
2011,Bahia,Junho,345,2011-06-01
2011,Bahia,Julho,578,2011-07-01
2011,Bahia,Agosto,1795,2011-08-01
2011,Bahia,Setembro,7086,2011-09-01
2011,Bahia,Outubro,2166,2011-10-01
2011,Bahia,Novembro,176,2011-11-01
2011,Bahia,Dezembro,230,2011-12-01
2011,Ceara,Janeiro,32,2011-01-01
2011,Ceara,Fevereiro,2,2011-02-01
2011,Ceara,Mar�o,6,2011-03-01
2011,Ceara,Abril,1,2011-04-01
2011,Ceara,Maio,0,2011-05-01
2011,Ceara,Junho,5,2011-06-01
2011,Ceara,Julho,18,2011-07-01
2011,Ceara,Agosto,53,2011-08-01
2011,Ceara,Setembro,239,2011-09-01
2011,Ceara,Outubro,415,2011-10-01
2011,Ceara,Novembro,1561,2011-11-01
2011,Ceara,Dezembro,1441,2011-12-01
2011,Maranhao,Janeiro,124,2011-01-01
2011,Maranhao,Fevereiro,9,2011-02-01
2011,Maranhao,Mar�o,22,2011-03-01
2011,Maranhao,Abril,37,2011-04-01
2011,Maranhao,Maio,73,2011-05-01
2011,Maranhao,Junho,602,2011-06-01
2011,Maranhao,Julho,1024,2011-07-01
2011,Maranhao,Agosto,2138,2011-08-01
2011,Maranhao,Setembro,4632,2011-09-01
2011,Maranhao,Outubro,2404,2011-10-01
2011,Maranhao,Novembro,2261,2011-11-01
2011,Maranhao,Dezembro,1629,2011-12-01
2011,Paraiba,Janeiro,11,2011-01-01
2011,Paraiba,Fevereiro,5,2011-02-01
2011,Paraiba,Mar�o,6,2011-03-01
2011,Paraiba,Abril,2,2011-04-01
2011,Paraiba,Maio,0,2011-05-01
2011,Paraiba,Junho,2,2011-06-01
2011,Paraiba,Julho,6,2011-07-01
2011,Paraiba,Agosto,12,2011-08-01
2011,Paraiba,Setembro,55,2011-09-01
2011,Paraiba,Outubro,200,2011-10-01
2011,Paraiba,Novembro,359,2011-11-01
2011,Paraiba,Dezembro,179,2011-12-01
2011,Pernambuco,Janeiro,49,2011-01-01
2011,Pernambuco,Fevereiro,25,2011-02-01
2011,Pernambuco,Mar�o,39,2011-03-01
2011,Pernambuco,Abril,22,2011-04-01
2011,Pernambuco,Maio,1,2011-05-01
2011,Pernambuco,Junho,4,2011-06-01
2011,Pernambuco,Julho,2,2011-07-01
2011,Pernambuco,Agosto,27,2011-08-01
2011,Pernambuco,Setembro,243,2011-09-01
2011,Pernambuco,Outubro,461,2011-10-01
2011,Pernambuco,Novembro,352,2011-11-01
2011,Pernambuco,Dezembro,364,2011-12-01
2011,Piaui,Janeiro,39,2011-01-01
2011,Piaui,Fevereiro,11,2011-02-01
2011,Piaui,Mar�o,15,2011-03-01
2011,Piaui,Abril,16,2011-04-01
2011,Piaui,Maio,77,2011-05-01
2011,Piaui,Junho,462,2011-06-01
2011,Piaui,Julho,864,2011-07-01
2011,Piaui,Agosto,1958,2011-08-01
2011,Piaui,Setembro,4402,2011-09-01
2011,Piaui,Outubro,1484,2011-10-01
2011,Piaui,Novembro,825,2011-11-01
2011,Piaui,Dezembro,362,2011-12-01
2011,Sergipe,Janeiro,36,2011-01-01
2011,Sergipe,Fevereiro,31,2011-02-01
2011,Sergipe,Mar�o,47,2011-03-01
2011,Sergipe,Abril,12,2011-04-01
2011,Sergipe,Maio,0,2011-05-01
2011,Sergipe,Junho,1,2011-06-01
2011,Sergipe,Julho,0,2011-07-01
2011,Sergipe,Agosto,1,2011-08-01
2011,Sergipe,Setembro,0,2011-09-01
2011,Sergipe,Outubro,5,2011-10-01
2011,Sergipe,Novembro,4,2011-11-01
2011,Sergipe,Dezembro,36,2011-12-01
2012,Alagoas,Janeiro,36,2012-01-01
2012,Alagoas,Fevereiro,41,2012-02-01
2012,Alagoas,Mar�o,44,2012-03-01
2012,Alagoas,Abril,18,2012-04-01
2012,Alagoas,Maio,21,2012-05-01
2012,Alagoas,Junho,4,2012-06-01
2012,Alagoas,Julho,0,2012-07-01
2012,Alagoas,Agosto,0,2012-08-01
2012,Alagoas,Setembro,6,2012-09-01
2012,Alagoas,Outubro,28,2012-10-01
2012,Alagoas,Novembro,95,2012-11-01
2012,Alagoas,Dezembro,59,2012-12-01
2012,Bahia,Janeiro,179,2012-01-01
2012,Bahia,Fevereiro,200,2012-02-01
2012,Bahia,Mar�o,404,2012-03-01
2012,Bahia,Abril,396,2012-04-01
2012,Bahia,Maio,326,2012-05-01
2012,Bahia,Junho,385,2012-06-01
2012,Bahia,Julho,906,2012-07-01
2012,Bahia,Agosto,1835,2012-08-01
2012,Bahia,Setembro,7495,2012-09-01
2012,Bahia,Outubro,4607,2012-10-01
2012,Bahia,Novembro,168,2012-11-01
2012,Bahia,Dezembro,477,2012-12-01
2012,Ceara,Janeiro,273,2012-01-01
2012,Ceara,Fevereiro,41,2012-02-01
2012,Ceara,Mar�o,10,2012-03-01
2012,Ceara,Abril,2,2012-04-01
2012,Ceara,Maio,19,2012-05-01
2012,Ceara,Junho,28,2012-06-01
2012,Ceara,Julho,50,2012-07-01
2012,Ceara,Agosto,278,2012-08-01
2012,Ceara,Setembro,609,2012-09-01
2012,Ceara,Outubro,1104,2012-10-01
2012,Ceara,Novembro,995,2012-11-01
2012,Ceara,Dezembro,631,2012-12-01
2012,Maranhao,Janeiro,326,2012-01-01
2012,Maranhao,Fevereiro,46,2012-02-01
2012,Maranhao,Mar�o,49,2012-03-01
2012,Maranhao,Abril,97,2012-04-01
2012,Maranhao,Maio,286,2012-05-01
2012,Maranhao,Junho,915,2012-06-01
2012,Maranhao,Julho,3548,2012-07-01
2012,Maranhao,Agosto,10395,2012-08-01
2012,Maranhao,Setembro,7626,2012-09-01
2012,Maranhao,Outubro,5,2012-10-01
2012,Maranhao,Novembro,2.01,2012-11-01
2012,Maranhao,Dezembro,1296,2012-12-01
2012,Paraiba,Janeiro,61,2012-01-01
2012,Paraiba,Fevereiro,15,2012-02-01
2012,Paraiba,Mar�o,4,2012-03-01
2012,Paraiba,Abril,13,2012-04-01
2012,Paraiba,Maio,10,2012-05-01
2012,Paraiba,Junho,5,2012-06-01
2012,Paraiba,Julho,5,2012-07-01
2012,Paraiba,Agosto,13,2012-08-01
2012,Paraiba,Setembro,71,2012-09-01
2012,Paraiba,Outubro,136,2012-10-01
2012,Paraiba,Novembro,130,2012-11-01
2012,Paraiba,Dezembro,62,2012-12-01
2012,Pernambuco,Janeiro,146,2012-01-01
2012,Pernambuco,Fevereiro,64,2012-02-01
2012,Pernambuco,Mar�o,44,2012-03-01
2012,Pernambuco,Abril,46,2012-04-01
2012,Pernambuco,Maio,36,2012-05-01
2012,Pernambuco,Junho,12,2012-06-01
2012,Pernambuco,Julho,11,2012-07-01
2012,Pernambuco,Agosto,27,2012-08-01
2012,Pernambuco,Setembro,192,2012-09-01
2012,Pernambuco,Outubro,222,2012-10-01
2012,Pernambuco,Novembro,181,2012-11-01
2012,Pernambuco,Dezembro,108,2012-12-01
2012,Piaui,Janeiro,80,2012-01-01
2012,Piaui,Fevereiro,31,2012-02-01
2012,Piaui,Mar�o,71,2012-03-01
2012,Piaui,Abril,119,2012-04-01
2012,Piaui,Maio,334,2012-05-01
2012,Piaui,Junho,834,2012-06-01
2012,Piaui,Julho,1755,2012-07-01
2012,Piaui,Agosto,3614,2012-08-01
2012,Piaui,Setembro,4479,2012-09-01
2012,Piaui,Outubro,2506,2012-10-01
2012,Piaui,Novembro,447,2012-11-01
2012,Piaui,Dezembro,334,2012-12-01
2012,Sergipe,Janeiro,39,2012-01-01
2012,Sergipe,Fevereiro,34,2012-02-01
2012,Sergipe,Mar�o,71,2012-03-01
2012,Sergipe,Abril,40,2012-04-01
2012,Sergipe,Maio,17,2012-05-01
2012,Sergipe,Junho,3,2012-06-01
2012,Sergipe,Julho,1,2012-07-01
2012,Sergipe,Agosto,0,2012-08-01
2012,Sergipe,Setembro,1,2012-09-01
2012,Sergipe,Outubro,1,2012-10-01
2012,Sergipe,Novembro,6,2012-11-01
2012,Sergipe,Dezembro,18,2012-12-01
2013,Alagoas,Janeiro,49,2013-01-01
2013,Alagoas,Fevereiro,19,2013-02-01
2013,Alagoas,Mar�o,31,2013-03-01
2013,Alagoas,Abril,25,2013-04-01
2013,Alagoas,Maio,2,2013-05-01
2013,Alagoas,Junho,1,2013-06-01
2013,Alagoas,Julho,0,2013-07-01
2013,Alagoas,Agosto,0,2013-08-01
2013,Alagoas,Setembro,4,2013-09-01
2013,Alagoas,Outubro,25,2013-10-01
2013,Alagoas,Novembro,10,2013-11-01
2013,Alagoas,Dezembro,42,2013-12-01
2013,Bahia,Janeiro,125,2013-01-01
2013,Bahia,Fevereiro,231,2013-02-01
2013,Bahia,Mar�o,363,2013-03-01
2013,Bahia,Abril,108,2013-04-01
2013,Bahia,Maio,141,2013-05-01
2013,Bahia,Junho,208,2013-06-01
2013,Bahia,Julho,362,2013-07-01
2013,Bahia,Agosto,610,2013-08-01
2013,Bahia,Setembro,2681,2013-09-01
2013,Bahia,Outubro,1969,2013-10-01
2013,Bahia,Novembro,288,2013-11-01
2013,Bahia,Dezembro,131,2013-12-01
2013,Ceara,Janeiro,103,2013-01-01
2013,Ceara,Fevereiro,49,2013-02-01
2013,Ceara,Mar�o,17,2013-03-01
2013,Ceara,Abril,4,2013-04-01
2013,Ceara,Maio,4,2013-05-01
2013,Ceara,Junho,5,2013-06-01
2013,Ceara,Julho,4,2013-07-01
2013,Ceara,Agosto,32,2013-08-01
2013,Ceara,Setembro,177,2013-09-01
2013,Ceara,Outubro,466,2013-10-01
2013,Ceara,Novembro,1081,2013-11-01
2013,Ceara,Dezembro,956,2013-12-01
2013,Maranhao,Janeiro,209,2013-01-01
2013,Maranhao,Fevereiro,62,2013-02-01
2013,Maranhao,Mar�o,30,2013-03-01
2013,Maranhao,Abril,62,2013-04-01
2013,Maranhao,Maio,100,2013-05-01
2013,Maranhao,Junho,498,2013-06-01
2013,Maranhao,Julho,1111,2013-07-01
2013,Maranhao,Agosto,2098,2013-08-01
2013,Maranhao,Setembro,3.88,2013-09-01
2013,Maranhao,Outubro,2918,2013-10-01
2013,Maranhao,Novembro,2529,2013-11-01
2013,Maranhao,Dezembro,2692,2013-12-01
2013,Paraiba,Janeiro,38,2013-01-01
2013,Paraiba,Fevereiro,9,2013-02-01
2013,Paraiba,Mar�o,3,2013-03-01
2013,Paraiba,Abril,6,2013-04-01
2013,Paraiba,Maio,3,2013-05-01
2013,Paraiba,Junho,3,2013-06-01
2013,Paraiba,Julho,1,2013-07-01
2013,Paraiba,Agosto,3,2013-08-01
2013,Paraiba,Setembro,25,2013-09-01
2013,Paraiba,Outubro,58,2013-10-01
2013,Paraiba,Novembro,95,2013-11-01
2013,Paraiba,Dezembro,78,2013-12-01
2013,Pernambuco,Janeiro,55,2013-01-01
2013,Pernambuco,Fevereiro,29,2013-02-01
2013,Pernambuco,Mar�o,40,2013-03-01
2013,Pernambuco,Abril,11,2013-04-01
2013,Pernambuco,Maio,9,2013-05-01
2013,Pernambuco,Junho,12,2013-06-01
2013,Pernambuco,Julho,4,2013-07-01
2013,Pernambuco,Agosto,14,2013-08-01
2013,Pernambuco,Setembro,143,2013-09-01
2013,Pernambuco,Outubro,161,2013-10-01
2013,Pernambuco,Novembro,110,2013-11-01
2013,Pernambuco,Dezembro,141,2013-12-01
2013,Piaui,Janeiro,72,2013-01-01
2013,Piaui,Fevereiro,68,2013-02-01
2013,Piaui,Mar�o,14,2013-03-01
2013,Piaui,Abril,34,2013-04-01
2013,Piaui,Maio,40,2013-05-01
2013,Piaui,Junho,263,2013-06-01
2013,Piaui,Julho,361,2013-07-01
2013,Piaui,Agosto,1015,2013-08-01
2013,Piaui,Setembro,2311,2013-09-01
2013,Piaui,Outubro,1269,2013-10-01
2013,Piaui,Novembro,640,2013-11-01
2013,Piaui,Dezembro,468,2013-12-01
2013,Sergipe,Janeiro,34,2013-01-01
2013,Sergipe,Fevereiro,47,2013-02-01
2013,Sergipe,Mar�o,67,2013-03-01
2013,Sergipe,Abril,15,2013-04-01
2013,Sergipe,Maio,1,2013-05-01
2013,Sergipe,Junho,1,2013-06-01
2013,Sergipe,Julho,0,2013-07-01
2013,Sergipe,Agosto,0,2013-08-01
2013,Sergipe,Setembro,1,2013-09-01
2013,Sergipe,Outubro,3,2013-10-01
2013,Sergipe,Novembro,7,2013-11-01
2013,Sergipe,Dezembro,9,2013-12-01
2014,Alagoas,Janeiro,54,2014-01-01
2014,Alagoas,Fevereiro,29,2014-02-01
2014,Alagoas,Mar�o,28,2014-03-01
2014,Alagoas,Abril,16,2014-04-01
2014,Alagoas,Maio,1,2014-05-01
2014,Alagoas,Junho,2,2014-06-01
2014,Alagoas,Julho,1,2014-07-01
2014,Alagoas,Agosto,3,2014-08-01
2014,Alagoas,Setembro,11,2014-09-01
2014,Alagoas,Outubro,7,2014-10-01
2014,Alagoas,Novembro,14,2014-11-01
2014,Alagoas,Dezembro,24,2014-12-01
2014,Bahia,Janeiro,132,2014-01-01
2014,Bahia,Fevereiro,107,2014-02-01
2014,Bahia,Mar�o,148,2014-03-01
2014,Bahia,Abril,183,2014-04-01
2014,Bahia,Maio,224,2014-05-01
2014,Bahia,Junho,243,2014-06-01
2014,Bahia,Julho,249,2014-07-01
2014,Bahia,Agosto,674,2014-08-01
2014,Bahia,Setembro,2604,2014-09-01
2014,Bahia,Outubro,2763,2014-10-01
2014,Bahia,Novembro,348,2014-11-01
2014,Bahia,Dezembro,144,2014-12-01
2014,Ceara,Janeiro,115,2014-01-01
2014,Ceara,Fevereiro,18,2014-02-01
2014,Ceara,Mar�o,6,2014-03-01
2014,Ceara,Abril,4,2014-04-01
2014,Ceara,Maio,4,2014-05-01
2014,Ceara,Junho,19,2014-06-01
2014,Ceara,Julho,47,2014-07-01
2014,Ceara,Agosto,155,2014-08-01
2014,Ceara,Setembro,155,2014-09-01
2014,Ceara,Outubro,517,2014-10-01
2014,Ceara,Novembro,829,2014-11-01
2014,Ceara,Dezembro,643,2014-12-01
2014,Maranhao,Janeiro,195,2014-01-01
2014,Maranhao,Fevereiro,29,2014-02-01
2014,Maranhao,Mar�o,59,2014-03-01
2014,Maranhao,Abril,78,2014-04-01
2014,Maranhao,Maio,148,2014-05-01
2014,Maranhao,Junho,812,2014-06-01
2014,Maranhao,Julho,2068,2014-07-01
2014,Maranhao,Agosto,5592,2014-08-01
2014,Maranhao,Setembro,4373,2014-09-01
2014,Maranhao,Outubro,5812,2014-10-01
2014,Maranhao,Novembro,3869,2014-11-01
2014,Maranhao,Dezembro,2.4,2014-12-01
2014,Paraiba,Janeiro,75,2014-01-01
2014,Paraiba,Fevereiro,6,2014-02-01
2014,Paraiba,Mar�o,18,2014-03-01
2014,Paraiba,Abril,8,2014-04-01
2014,Paraiba,Maio,1,2014-05-01
2014,Paraiba,Junho,1,2014-06-01
2014,Paraiba,Julho,9,2014-07-01
2014,Paraiba,Agosto,30,2014-08-01
2014,Paraiba,Setembro,51,2014-09-01
2014,Paraiba,Outubro,70,2014-10-01
2014,Paraiba,Novembro,111,2014-11-01
2014,Paraiba,Dezembro,62,2014-12-01
2014,Pernambuco,Janeiro,99,2014-01-01
2014,Pernambuco,Fevereiro,25,2014-02-01
2014,Pernambuco,Mar�o,36,2014-03-01
2014,Pernambuco,Abril,10,2014-04-01
2014,Pernambuco,Maio,4,2014-05-01
2014,Pernambuco,Junho,3,2014-06-01
2014,Pernambuco,Julho,11,2014-07-01
2014,Pernambuco,Agosto,23,2014-08-01
2014,Pernambuco,Setembro,63,2014-09-01
2014,Pernambuco,Outubro,174,2014-10-01
2014,Pernambuco,Novembro,111,2014-11-01
2014,Pernambuco,Dezembro,101,2014-12-01
2014,Piaui,Janeiro,79,2014-01-01
2014,Piaui,Fevereiro,14,2014-02-01
2014,Piaui,Mar�o,88,2014-03-01
2014,Piaui,Abril,63,2014-04-01
2014,Piaui,Maio,138,2014-05-01
2014,Piaui,Junho,373,2014-06-01
2014,Piaui,Julho,1177,2014-07-01
2014,Piaui,Agosto,2265,2014-08-01
2014,Piaui,Setembro,2536,2014-09-01
2014,Piaui,Outubro,1788,2014-10-01
2014,Piaui,Novembro,717,2014-11-01
2014,Piaui,Dezembro,346,2014-12-01
2014,Sergipe,Janeiro,20,2014-01-01
2014,Sergipe,Fevereiro,18,2014-02-01
2014,Sergipe,Mar�o,33,2014-03-01
2014,Sergipe,Abril,7,2014-04-01
2014,Sergipe,Maio,1,2014-05-01
2014,Sergipe,Junho,0,2014-06-01
2014,Sergipe,Julho,0,2014-07-01
2014,Sergipe,Agosto,0,2014-08-01
2014,Sergipe,Setembro,4,2014-09-01
2014,Sergipe,Outubro,3,2014-10-01
2014,Sergipe,Novembro,9,2014-11-01
2014,Sergipe,Dezembro,9,2014-12-01
2015,Alagoas,Janeiro,81,2015-01-01
2015,Alagoas,Fevereiro,46,2015-02-01
2015,Alagoas,Mar�o,32,2015-03-01
2015,Alagoas,Abril,63,2015-04-01
2015,Alagoas,Maio,18,2015-05-01
2015,Alagoas,Junho,2,2015-06-01
2015,Alagoas,Julho,0,2015-07-01
2015,Alagoas,Agosto,3,2015-08-01
2015,Alagoas,Setembro,7,2015-09-01
2015,Alagoas,Outubro,40,2015-10-01
2015,Alagoas,Novembro,162,2015-11-01
2015,Alagoas,Dezembro,136,2015-12-01
2015,Bahia,Janeiro,256,2015-01-01
2015,Bahia,Fevereiro,143,2015-02-01
2015,Bahia,Mar�o,229,2015-03-01
2015,Bahia,Abril,190,2015-04-01
2015,Bahia,Maio,144,2015-05-01
2015,Bahia,Junho,242,2015-06-01
2015,Bahia,Julho,306,2015-07-01
2015,Bahia,Agosto,829,2015-08-01
2015,Bahia,Setembro,7956,2015-09-01
2015,Bahia,Outubro,4989,2015-10-01
2015,Bahia,Novembro,1705,2015-11-01
2015,Bahia,Dezembro,1408,2015-12-01
2015,Ceara,Janeiro,207,2015-01-01
2015,Ceara,Fevereiro,25,2015-02-01
2015,Ceara,Mar�o,20,2015-03-01
2015,Ceara,Abril,3,2015-04-01
2015,Ceara,Maio,17,2015-05-01
2015,Ceara,Junho,22,2015-06-01
2015,Ceara,Julho,25,2015-07-01
2015,Ceara,Agosto,127,2015-08-01
2015,Ceara,Setembro,214,2015-09-01
2015,Ceara,Outubro,658,2015-10-01
2015,Ceara,Novembro,1081,2015-11-01
2015,Ceara,Dezembro,1021,2015-12-01
2015,Maranhao,Janeiro,494,2015-01-01
2015,Maranhao,Fevereiro,95,2015-02-01
2015,Maranhao,Mar�o,53,2015-03-01
2015,Maranhao,Abril,119,2015-04-01
2015,Maranhao,Maio,194,2015-05-01
2015,Maranhao,Junho,887,2015-06-01
2015,Maranhao,Julho,1642,2015-07-01
2015,Maranhao,Agosto,5428,2015-08-01
2015,Maranhao,Setembro,6423,2015-09-01
2015,Maranhao,Outubro,6746,2015-10-01
2015,Maranhao,Novembro,4.35,2015-11-01
2015,Maranhao,Dezembro,3706,2015-12-01
2015,Paraiba,Janeiro,42,2015-01-01
2015,Paraiba,Fevereiro,15,2015-02-01
2015,Paraiba,Mar�o,7,2015-03-01
2015,Paraiba,Abril,11,2015-04-01
2015,Paraiba,Maio,6,2015-05-01
2015,Paraiba,Junho,0,2015-06-01
2015,Paraiba,Julho,3,2015-07-01
2015,Paraiba,Agosto,5,2015-08-01
2015,Paraiba,Setembro,48,2015-09-01
2015,Paraiba,Outubro,121,2015-10-01
2015,Paraiba,Novembro,206,2015-11-01
2015,Paraiba,Dezembro,122,2015-12-01
2015,Pernambuco,Janeiro,109,2015-01-01
2015,Pernambuco,Fevereiro,55,2015-02-01
2015,Pernambuco,Mar�o,33,2015-03-01
2015,Pernambuco,Abril,30,2015-04-01
2015,Pernambuco,Maio,17,2015-05-01
2015,Pernambuco,Junho,3,2015-06-01
2015,Pernambuco,Julho,13,2015-07-01
2015,Pernambuco,Agosto,21,2015-08-01
2015,Pernambuco,Setembro,116,2015-09-01
2015,Pernambuco,Outubro,194,2015-10-01
2015,Pernambuco,Novembro,315,2015-11-01
2015,Pernambuco,Dezembro,176,2015-12-01
2015,Piaui,Janeiro,92,2015-01-01
2015,Piaui,Fevereiro,38,2015-02-01
2015,Piaui,Mar�o,35,2015-03-01
2015,Piaui,Abril,50,2015-04-01
2015,Piaui,Maio,66,2015-05-01
2015,Piaui,Junho,283,2015-06-01
2015,Piaui,Julho,690,2015-07-01
2015,Piaui,Agosto,2057,2015-08-01
2015,Piaui,Setembro,5828,2015-09-01
2015,Piaui,Outubro,4068,2015-10-01
2015,Piaui,Novembro,897,2015-11-01
2015,Piaui,Dezembro,626,2015-12-01
2015,Sergipe,Janeiro,44,2015-01-01
2015,Sergipe,Fevereiro,40,2015-02-01
2015,Sergipe,Mar�o,49,2015-03-01
2015,Sergipe,Abril,35,2015-04-01
2015,Sergipe,Maio,11,2015-05-01
2015,Sergipe,Junho,3,2015-06-01
2015,Sergipe,Julho,0,2015-07-01
2015,Sergipe,Agosto,0,2015-08-01
2015,Sergipe,Setembro,1,2015-09-01
2015,Sergipe,Outubro,6,2015-10-01
2015,Sergipe,Novembro,47,2015-11-01
2015,Sergipe,Dezembro,63,2015-12-01
2016,Alagoas,Janeiro,24,2016-01-01
2016,Alagoas,Fevereiro,14,2016-02-01
2016,Alagoas,Mar�o,9,2016-03-01
2016,Alagoas,Abril,13,2016-04-01
2016,Alagoas,Maio,4,2016-05-01
2016,Alagoas,Junho,5,2016-06-01
2016,Alagoas,Julho,3,2016-07-01
2016,Alagoas,Agosto,5,2016-08-01
2016,Alagoas,Setembro,18,2016-09-01
2016,Alagoas,Outubro,74,2016-10-01
2016,Alagoas,Novembro,76,2016-11-01
2016,Alagoas,Dezembro,155,2016-12-01
2016,Bahia,Janeiro,285,2016-01-01
2016,Bahia,Fevereiro,418,2016-02-01
2016,Bahia,Mar�o,281,2016-03-01
2016,Bahia,Abril,217,2016-04-01
2016,Bahia,Maio,259,2016-05-01
2016,Bahia,Junho,416,2016-06-01
2016,Bahia,Julho,345,2016-07-01
2016,Bahia,Agosto,724,2016-08-01
2016,Bahia,Setembro,1819,2016-09-01
2016,Bahia,Outubro,1415,2016-10-01
2016,Bahia,Novembro,408,2016-11-01
2016,Bahia,Dezembro,164,2016-12-01
2016,Ceara,Janeiro,100,2016-01-01
2016,Ceara,Fevereiro,13,2016-02-01
2016,Ceara,Mar�o,4,2016-03-01
2016,Ceara,Abril,10,2016-04-01
2016,Ceara,Maio,8,2016-05-01
2016,Ceara,Junho,45,2016-06-01
2016,Ceara,Julho,124,2016-07-01
2016,Ceara,Agosto,293,2016-08-01
2016,Ceara,Setembro,370,2016-09-01
2016,Ceara,Outubro,1.31,2016-10-01
2016,Ceara,Novembro,1328,2016-11-01
2016,Ceara,Dezembro,819,2016-12-01
2016,Maranhao,Janeiro,412,2016-01-01
2016,Maranhao,Fevereiro,318,2016-02-01
2016,Maranhao,Mar�o,113,2016-03-01
2016,Maranhao,Abril,113,2016-04-01
2016,Maranhao,Maio,206,2016-05-01
2016,Maranhao,Junho,709,2016-06-01
2016,Maranhao,Julho,2096,2016-07-01
2016,Maranhao,Agosto,3723,2016-08-01
2016,Maranhao,Setembro,3166,2016-09-01
2016,Maranhao,Outubro,5351,2016-10-01
2016,Maranhao,Novembro,3982,2016-11-01
2016,Maranhao,Dezembro,1577,2016-12-01
2016,Paraiba,Janeiro,18,2016-01-01
2016,Paraiba,Fevereiro,4,2016-02-01
2016,Paraiba,Mar�o,1,2016-03-01
2016,Paraiba,Abril,1,2016-04-01
2016,Paraiba,Maio,1,2016-05-01
2016,Paraiba,Junho,4,2016-06-01
2016,Paraiba,Julho,22,2016-07-01
2016,Paraiba,Agosto,50,2016-08-01
2016,Paraiba,Setembro,131,2016-09-01
2016,Paraiba,Outubro,304,2016-10-01
2016,Paraiba,Novembro,132,2016-11-01
2016,Paraiba,Dezembro,8,2016-12-01
2016,Pernambuco,Janeiro,24,2016-01-01
2016,Pernambuco,Fevereiro,19,2016-02-01
2016,Pernambuco,Mar�o,4,2016-03-01
2016,Pernambuco,Abril,8,2016-04-01
2016,Pernambuco,Maio,6,2016-05-01
2016,Pernambuco,Junho,4,2016-06-01
2016,Pernambuco,Julho,17,2016-07-01
2016,Pernambuco,Agosto,42,2016-08-01
2016,Pernambuco,Setembro,171,2016-09-01
2016,Pernambuco,Outubro,319,2016-10-01
2016,Pernambuco,Novembro,191,2016-11-01
2016,Pernambuco,Dezembro,161,2016-12-01
2016,Piaui,Janeiro,94,2016-01-01
2016,Piaui,Fevereiro,97,2016-02-01
2016,Piaui,Mar�o,53,2016-03-01
2016,Piaui,Abril,35,2016-04-01
2016,Piaui,Maio,60,2016-05-01
2016,Piaui,Junho,153,2016-06-01
2016,Piaui,Julho,754,2016-07-01
2016,Piaui,Agosto,1647,2016-08-01
2016,Piaui,Setembro,1394,2016-09-01
2016,Piaui,Outubro,2598,2016-10-01
2016,Piaui,Novembro,1126,2016-11-01
